,season,variety,rpin_block,day,date,day_of_year,diameter,t_id,b_id,s_id
648732,22,gala,R1468 E2,32,2022-02-01,32,55.87,22.0,5,7
648733,22,gala,R1468 E2,32,2022-02-01,32,60.7,22.0,5,7
648734,22,gala,R1468 E2,32,2022-02-01,32,55.61,22.0,5,7
648735,22,gala,R1468 E2,32,2022-02-01,32,51.14,22.0,5,7
648736,22,gala,R1468 E2,32,2022-02-01,32,57.8,22.0,5,7
648737,22,gala,R1468 E2,32,2022-02-01,32,59.8,22.0,5,7
648738,22,gala,R1468 E2,32,2022-02-01,32,60.8,22.0,5,7
648739,22,gala,R1468 E2,32,2022-02-01,32,52.48,22.0,5,7
648740,22,gala,R1468 E2,32,2022-02-01,32,55.13,22.0,5,7
648741,22,gala,R1468 E2,32,2022-02-01,32,55.4,22.0,5,7
648742,22,gala,R1468 E2,32,2022-02-01,32,61.15,22.0,5,7
648743,22,gala,R1468 E2,32,2022-02-01,32,60.18,22.0,5,7
648744,22,gala,R1468 E2,32,2022-02-01,32,57.29,22.0,5,7
648745,22,gala,R1468 E2,32,2022-02-01,32,59.57,22.0,5,7
648746,22,gala,R1468 E2,32,2022-02-01,32,63.07,22.0,5,7
648747,22,gala,R1468 E2,32,2022-02-01,32,68.59,22.0,5,7
648748,22,gala,R1468 E2,32,2022-02-01,32,66.7,22.0,5,7
648749,22,gala,R1468 E2,32,2022-02-01,32,57.15,22.0,5,7
648750,22,gala,R1468 E2,32,2022-02-01,32,57.7,22.0,5,7
648751,22,gala,R1468 E2,32,2022-02-01,32,58.83,22.0,5,7
648752,22,gala,R1468 E2,32,2022-02-01,32,46.31,22.0,5,7
648753,22,gala,R1468 E2,32,2022-02-01,32,62.4,22.0,5,7
648754,22,gala,R1468 E2,32,2022-02-01,32,58.36,22.0,5,7
648755,22,gala,R1468 E2,32,2022-02-01,32,56.22,22.0,5,7
648756,22,gala,R1468 E2,32,2022-02-01,32,58.32,22.0,5,7
648757,22,gala,R1468 E2,32,2022-02-01,32,61.46,22.0,5,7
648758,22,gala,R1468 E2,32,2022-02-01,32,56.8,22.0,5,7
648759,22,gala,R1468 E2,32,2022-02-01,32,66.22,22.0,5,7
648760,22,gala,R1468 E2,32,2022-02-01,32,64.56,22.0,5,7
648761,22,gala,R1468 E2,32,2022-02-01,32,69.35,22.0,5,7
648762,22,gala,R1468 E2,32,2022-02-01,32,64.73,22.0,5,7
648763,22,gala,R1468 E2,32,2022-02-01,32,51.78,22.0,5,7
648764,22,gala,R1468 E2,32,2022-02-01,32,57.05,22.0,5,7
648765,22,gala,R1468 E2,32,2022-02-01,32,63.83,22.0,5,7
648766,22,gala,R1468 E2,32,2022-02-01,32,57.25,22.0,5,7
648767,22,gala,R1468 E2,32,2022-02-01,32,51.02,22.0,5,7
648768,22,gala,R1468 E2,32,2022-02-01,32,56.65,22.0,5,7
648769,22,gala,R1468 E2,32,2022-02-01,32,55.76,22.0,5,7
648770,22,gala,R1468 E2,32,2022-02-01,32,53.03,22.0,5,7
648771,22,gala,R1468 E2,32,2022-02-01,32,50.02,22.0,5,7
648772,22,gala,R1468 E2,32,2022-02-01,32,63.27,22.0,5,7
648773,22,gala,R1468 E2,32,2022-02-01,32,56.62,22.0,5,7
648774,22,gala,R1468 E2,32,2022-02-01,32,61.08,22.0,5,7
648775,22,gala,R1468 E2,32,2022-02-01,32,59.11,22.0,5,7
648776,22,gala,R1468 E2,32,2022-02-01,32,53.34,22.0,5,7
648777,22,gala,R1468 E2,32,2022-02-01,32,59.37,22.0,5,7
648778,22,gala,R1468 E2,32,2022-02-01,32,53.63,22.0,5,7
648779,22,gala,R1468 E2,32,2022-02-01,32,57.52,22.0,5,7
648780,22,gala,R1468 E2,32,2022-02-01,32,55.36,22.0,5,7
648781,22,gala,R1468 E2,32,2022-02-01,32,65.89,23.0,5,7
648782,22,gala,R1468 E2,32,2022-02-01,32,61.02,23.0,5,7
648783,22,gala,R1468 E2,32,2022-02-01,32,61.55,23.0,5,7
648784,22,gala,R1468 E2,32,2022-02-01,32,57.92,23.0,5,7
648785,22,gala,R1468 E2,32,2022-02-01,32,55.49,23.0,5,7
648786,22,gala,R1468 E2,32,2022-02-01,32,58.55,23.0,5,7
648787,22,gala,R1468 E2,32,2022-02-01,32,60.07,23.0,5,7
648788,22,gala,R1468 E2,32,2022-02-01,32,58.71,23.0,5,7
648789,22,gala,R1468 E2,32,2022-02-01,32,59.95,23.0,5,7
648790,22,gala,R1468 E2,32,2022-02-01,32,60.36,23.0,5,7
648791,22,gala,R1468 E2,32,2022-02-01,32,69.68,23.0,5,7
648792,22,gala,R1468 E2,32,2022-02-01,32,66.61,23.0,5,7
648793,22,gala,R1468 E2,32,2022-02-01,32,48.01,23.0,5,7
648794,22,gala,R1468 E2,32,2022-02-01,32,61.43,23.0,5,7
648795,22,gala,R1468 E2,32,2022-02-01,32,50.37,23.0,5,7
648796,22,gala,R1468 E2,32,2022-02-01,32,74.04,23.0,5,7
648797,22,gala,R1468 E2,32,2022-02-01,32,66.05,23.0,5,7
648798,22,gala,R1468 E2,32,2022-02-01,32,62.88,23.0,5,7
648799,22,gala,R1468 E2,32,2022-02-01,32,61.55,23.0,5,7
648800,22,gala,R1468 E2,32,2022-02-01,32,50.8,23.0,5,7
648801,22,gala,R1468 E2,32,2022-02-01,32,51.77,23.0,5,7
648802,22,gala,R1468 E2,32,2022-02-01,32,52.42,23.0,5,7
648803,22,gala,R1468 E2,32,2022-02-01,32,57.41,23.0,5,7
648804,22,gala,R1468 E2,32,2022-02-01,32,56.34,23.0,5,7
648805,22,gala,R1468 E2,32,2022-02-01,32,61.03,23.0,5,7
648806,22,gala,R1468 E2,32,2022-02-01,32,56.0,23.0,5,7
648807,22,gala,R1468 E2,32,2022-02-01,32,64.02,23.0,5,7
648808,22,gala,R1468 E2,32,2022-02-01,32,63.9,23.0,5,7
648809,22,gala,R1468 E2,32,2022-02-01,32,53.67,23.0,5,7
648810,22,gala,R1468 E2,32,2022-02-01,32,57.94,23.0,5,7
648811,22,gala,R1468 E2,32,2022-02-01,32,54.06,23.0,5,7
648812,22,gala,R1468 E2,32,2022-02-01,32,58.02,23.0,5,7
648813,22,gala,R1468 E2,32,2022-02-01,32,60.25,23.0,5,7
648814,22,gala,R1468 E2,32,2022-02-01,32,57.53,23.0,5,7
648815,22,gala,R1468 E2,32,2022-02-01,32,57.61,23.0,5,7
648816,22,gala,R1468 E2,32,2022-02-01,32,51.19,23.0,5,7
648817,22,gala,R1468 E2,32,2022-02-01,32,57.05,23.0,5,7
648818,22,gala,R1468 E2,32,2022-02-01,32,58.02,23.0,5,7
648819,22,gala,R1468 E2,32,2022-02-01,32,54.19,23.0,5,7
648820,22,gala,R1468 E2,32,2022-02-01,32,59.54,23.0,5,7
648821,22,gala,R1468 E2,32,2022-02-01,32,50.76,23.0,5,7
648822,22,gala,R1468 E2,32,2022-02-01,32,57.4,23.0,5,7
648823,22,gala,R1468 E2,32,2022-02-01,32,60.63,23.0,5,7
648824,22,gala,R1468 E2,32,2022-02-01,32,59.37,23.0,5,7
648825,22,gala,R1468 E2,32,2022-02-01,32,55.29,23.0,5,7
648826,22,gala,R1468 E2,32,2022-02-01,32,60.94,23.0,5,7
648827,22,gala,R1468 E2,32,2022-02-01,32,59.61,23.0,5,7
648828,22,gala,R1468 E2,32,2022-02-01,32,59.86,23.0,5,7
648829,22,gala,R1468 E2,32,2022-02-01,32,53.48,23.0,5,7
648830,22,gala,R1468 E2,32,2022-02-01,32,59.51,23.0,5,7
648831,22,gala,R1468 E2,32,2022-02-01,32,51.41,24.0,5,7
648832,22,gala,R1468 E2,32,2022-02-01,32,62.74,24.0,5,7
648833,22,gala,R1468 E2,32,2022-02-01,32,54.6,24.0,5,7
648834,22,gala,R1468 E2,32,2022-02-01,32,56.69,24.0,5,7
648835,22,gala,R1468 E2,32,2022-02-01,32,54.64,24.0,5,7
648836,22,gala,R1468 E2,32,2022-02-01,32,54.97,24.0,5,7
648837,22,gala,R1468 E2,32,2022-02-01,32,56.94,24.0,5,7
648838,22,gala,R1468 E2,32,2022-02-01,32,49.31,24.0,5,7
648839,22,gala,R1468 E2,32,2022-02-01,32,53.82,24.0,5,7
648840,22,gala,R1468 E2,32,2022-02-01,32,59.52,24.0,5,7
648841,22,gala,R1468 E2,32,2022-02-01,32,60.54,24.0,5,7
648842,22,gala,R1468 E2,32,2022-02-01,32,58.65,24.0,5,7
648843,22,gala,R1468 E2,32,2022-02-01,32,54.31,24.0,5,7
648844,22,gala,R1468 E2,32,2022-02-01,32,59.43,24.0,5,7
648845,22,gala,R1468 E2,32,2022-02-01,32,50.44,24.0,5,7
648846,22,gala,R1468 E2,32,2022-02-01,32,64.46,24.0,5,7
648847,22,gala,R1468 E2,32,2022-02-01,32,55.7,24.0,5,7
648848,22,gala,R1468 E2,32,2022-02-01,32,57.13,24.0,5,7
648849,22,gala,R1468 E2,32,2022-02-01,32,53.98,24.0,5,7
648850,22,gala,R1468 E2,32,2022-02-01,32,58.95,24.0,5,7
648851,22,gala,R1468 E2,32,2022-02-01,32,60.0,24.0,5,7
648852,22,gala,R1468 E2,32,2022-02-01,32,63.58,24.0,5,7
648853,22,gala,R1468 E2,32,2022-02-01,32,54.99,24.0,5,7
648854,22,gala,R1468 E2,32,2022-02-01,32,61.53,24.0,5,7
648855,22,gala,R1468 E2,32,2022-02-01,32,52.86,24.0,5,7
648856,22,gala,R1468 E2,32,2022-02-01,32,62.93,24.0,5,7
648857,22,gala,R1468 E2,32,2022-02-01,32,64.24,24.0,5,7
648858,22,gala,R1468 E2,32,2022-02-01,32,65.94,24.0,5,7
648859,22,gala,R1468 E2,32,2022-02-01,32,65.16,24.0,5,7
648860,22,gala,R1468 E2,32,2022-02-01,32,61.13,24.0,5,7
648861,22,gala,R1468 E2,32,2022-02-01,32,62.64,24.0,5,7
648862,22,gala,R1468 E2,32,2022-02-01,32,64.57,24.0,5,7
648863,22,gala,R1468 E2,32,2022-02-01,32,66.71,24.0,5,7
648864,22,gala,R1468 E2,32,2022-02-01,32,62.24,24.0,5,7
648865,22,gala,R1468 E2,32,2022-02-01,32,69.7,24.0,5,7
648866,22,gala,R1468 E2,32,2022-02-01,32,59.01,24.0,5,7
648867,22,gala,R1468 E2,32,2022-02-01,32,56.49,24.0,5,7
648868,22,gala,R1468 E2,32,2022-02-01,32,64.98,24.0,5,7
648869,22,gala,R1468 E2,32,2022-02-01,32,59.68,24.0,5,7
648870,22,gala,R1468 E2,32,2022-02-01,32,53.11,24.0,5,7
648871,22,gala,R1468 E2,32,2022-02-01,32,55.98,24.0,5,7
648872,22,gala,R1468 E2,32,2022-02-01,32,61.07,24.0,5,7
648873,22,gala,R1468 E2,32,2022-02-01,32,61.66,24.0,5,7
648874,22,gala,R1468 E2,32,2022-02-01,32,47.72,24.0,5,7
648875,22,gala,R1468 E2,32,2022-02-01,32,61.76,24.0,5,7
648876,22,gala,R1468 E2,32,2022-02-01,32,57.27,24.0,5,7
648877,22,gala,R1468 E2,32,2022-02-01,32,59.1,24.0,5,7
648878,22,gala,R1468 E2,32,2022-02-01,32,52.33,24.0,5,7
648879,22,gala,R1468 E2,32,2022-02-01,32,53.45,24.0,5,7
648880,22,gala,R1468 E2,32,2022-02-01,32,60.05,24.0,5,7
648881,22,gala,R1468 E2,32,2022-02-01,32,52.76,25.0,5,7
648882,22,gala,R1468 E2,32,2022-02-01,32,54.25,25.0,5,7
648883,22,gala,R1468 E2,32,2022-02-01,32,58.07,25.0,5,7
648884,22,gala,R1468 E2,32,2022-02-01,32,79.3,25.0,5,7
648885,22,gala,R1468 E2,32,2022-02-01,32,61.47,25.0,5,7
648886,22,gala,R1468 E2,32,2022-02-01,32,50.39,25.0,5,7
648887,22,gala,R1468 E2,32,2022-02-01,32,60.63,25.0,5,7
648888,22,gala,R1468 E2,32,2022-02-01,32,56.88,25.0,5,7
648889,22,gala,R1468 E2,32,2022-02-01,32,45.45,25.0,5,7
648890,22,gala,R1468 E2,32,2022-02-01,32,60.78,25.0,5,7
648891,22,gala,R1468 E2,32,2022-02-01,32,62.1,25.0,5,7
648892,22,gala,R1468 E2,32,2022-02-01,32,63.96,25.0,5,7
648893,22,gala,R1468 E2,32,2022-02-01,32,60.8,25.0,5,7
648894,22,gala,R1468 E2,32,2022-02-01,32,56.47,25.0,5,7
648895,22,gala,R1468 E2,32,2022-02-01,32,50.53,25.0,5,7
648896,22,gala,R1468 E2,32,2022-02-01,32,55.47,25.0,5,7
648897,22,gala,R1468 E2,32,2022-02-01,32,50.04,25.0,5,7
648898,22,gala,R1468 E2,32,2022-02-01,32,44.05,25.0,5,7
648899,22,gala,R1468 E2,32,2022-02-01,32,57.05,25.0,5,7
648900,22,gala,R1468 E2,32,2022-02-01,32,56.9,25.0,5,7
648901,22,gala,R1468 E2,32,2022-02-01,32,59.27,25.0,5,7
648902,22,gala,R1468 E2,32,2022-02-01,32,61.48,25.0,5,7
648903,22,gala,R1468 E2,32,2022-02-01,32,59.41,25.0,5,7
648904,22,gala,R1468 E2,32,2022-02-01,32,58.31,25.0,5,7
648905,22,gala,R1468 E2,32,2022-02-01,32,54.45,25.0,5,7
648906,22,gala,R1468 E2,32,2022-02-01,32,54.14,25.0,5,7
648907,22,gala,R1468 E2,32,2022-02-01,32,54.42,25.0,5,7
648908,22,gala,R1468 E2,32,2022-02-01,32,55.13,25.0,5,7
648909,22,gala,R1468 E2,32,2022-02-01,32,59.31,25.0,5,7
648910,22,gala,R1468 E2,32,2022-02-01,32,61.94,25.0,5,7
648911,22,gala,R1468 E2,32,2022-02-01,32,61.79,25.0,5,7
648912,22,gala,R1468 E2,32,2022-02-01,32,49.74,25.0,5,7
648913,22,gala,R1468 E2,32,2022-02-01,32,56.34,25.0,5,7
648914,22,gala,R1468 E2,32,2022-02-01,32,54.18,25.0,5,7
648915,22,gala,R1468 E2,32,2022-02-01,32,59.63,25.0,5,7
648916,22,gala,R1468 E2,32,2022-02-01,32,64.03,25.0,5,7
648917,22,gala,R1468 E2,32,2022-02-01,32,63.57,25.0,5,7
648918,22,gala,R1468 E2,32,2022-02-01,32,66.79,25.0,5,7
648919,22,gala,R1468 E2,32,2022-02-01,32,61.71,25.0,5,7
648920,22,gala,R1468 E2,32,2022-02-01,32,57.59,25.0,5,7
648921,22,gala,R1468 E2,32,2022-02-01,32,65.25,25.0,5,7
648922,22,gala,R1468 E2,32,2022-02-01,32,55.75,25.0,5,7
648923,22,gala,R1468 E2,32,2022-02-01,32,61.37,25.0,5,7
648924,22,gala,R1468 E2,32,2022-02-01,32,55.13,25.0,5,7
648925,22,gala,R1468 E2,32,2022-02-01,32,59.05,25.0,5,7
648926,22,gala,R1468 E2,32,2022-02-01,32,61.16,25.0,5,7
648927,22,gala,R1468 E2,32,2022-02-01,32,51.68,25.0,5,7
648928,22,gala,R1468 E2,32,2022-02-01,32,54.15,25.0,5,7
648929,22,gala,R1468 E2,32,2022-02-01,32,58.96,25.0,5,7
648930,22,gala,R1468 E2,32,2022-02-01,32,58.93,25.0,5,7
649431,22,gala,R1468 GALAXY F7,32,2022-02-01,32,56.99,26.0,6,7
649432,22,gala,R1468 GALAXY F7,32,2022-02-01,32,65.38,26.0,6,7
649433,22,gala,R1468 GALAXY F7,32,2022-02-01,32,62.85,26.0,6,7
649434,22,gala,R1468 GALAXY F7,32,2022-02-01,32,61.61,26.0,6,7
649435,22,gala,R1468 GALAXY F7,32,2022-02-01,32,59.25,26.0,6,7
649436,22,gala,R1468 GALAXY F7,32,2022-02-01,32,62.42,26.0,6,7
649437,22,gala,R1468 GALAXY F7,32,2022-02-01,32,65.62,26.0,6,7
649438,22,gala,R1468 GALAXY F7,32,2022-02-01,32,63.23,26.0,6,7
649439,22,gala,R1468 GALAXY F7,32,2022-02-01,32,62.55,26.0,6,7
649440,22,gala,R1468 GALAXY F7,32,2022-02-01,32,61.47,26.0,6,7
649441,22,gala,R1468 GALAXY F7,32,2022-02-01,32,60.65,26.0,6,7
649442,22,gala,R1468 GALAXY F7,32,2022-02-01,32,55.38,26.0,6,7
649443,22,gala,R1468 GALAXY F7,32,2022-02-01,32,61.6,26.0,6,7
649444,22,gala,R1468 GALAXY F7,32,2022-02-01,32,62.85,26.0,6,7
649445,22,gala,R1468 GALAXY F7,32,2022-02-01,32,54.77,26.0,6,7
649446,22,gala,R1468 GALAXY F7,32,2022-02-01,32,55.83,26.0,6,7
649447,22,gala,R1468 GALAXY F7,32,2022-02-01,32,60.15,26.0,6,7
649448,22,gala,R1468 GALAXY F7,32,2022-02-01,32,58.69,26.0,6,7
649449,22,gala,R1468 GALAXY F7,32,2022-02-01,32,56.93,26.0,6,7
649450,22,gala,R1468 GALAXY F7,32,2022-02-01,32,56.94,26.0,6,7
649451,22,gala,R1468 GALAXY F7,32,2022-02-01,32,56.2,26.0,6,7
649452,22,gala,R1468 GALAXY F7,32,2022-02-01,32,59.35,26.0,6,7
649453,22,gala,R1468 GALAXY F7,32,2022-02-01,32,51.7,26.0,6,7
649454,22,gala,R1468 GALAXY F7,32,2022-02-01,32,62.06,26.0,6,7
649455,22,gala,R1468 GALAXY F7,32,2022-02-01,32,53.98,26.0,6,7
649456,22,gala,R1468 GALAXY F7,32,2022-02-01,32,52.12,26.0,6,7
649457,22,gala,R1468 GALAXY F7,32,2022-02-01,32,56.19,26.0,6,7
649458,22,gala,R1468 GALAXY F7,32,2022-02-01,32,58.85,26.0,6,7
649459,22,gala,R1468 GALAXY F7,32,2022-02-01,32,61.44,26.0,6,7
649460,22,gala,R1468 GALAXY F7,32,2022-02-01,32,54.1,26.0,6,7
649461,22,gala,R1468 GALAXY F7,32,2022-02-01,32,56.65,26.0,6,7
649462,22,gala,R1468 GALAXY F7,32,2022-02-01,32,56.41,26.0,6,7
649463,22,gala,R1468 GALAXY F7,32,2022-02-01,32,55.12,26.0,6,7
649464,22,gala,R1468 GALAXY F7,32,2022-02-01,32,57.32,26.0,6,7
649465,22,gala,R1468 GALAXY F7,32,2022-02-01,32,58.65,26.0,6,7
649466,22,gala,R1468 GALAXY F7,32,2022-02-01,32,59.51,26.0,6,7
649467,22,gala,R1468 GALAXY F7,32,2022-02-01,32,58.49,26.0,6,7
649468,22,gala,R1468 GALAXY F7,32,2022-02-01,32,69.27,26.0,6,7
649469,22,gala,R1468 GALAXY F7,32,2022-02-01,32,60.21,26.0,6,7
649470,22,gala,R1468 GALAXY F7,32,2022-02-01,32,59.25,26.0,6,7
649471,22,gala,R1468 GALAXY F7,32,2022-02-01,32,64.52,26.0,6,7
649472,22,gala,R1468 GALAXY F7,32,2022-02-01,32,65.11,26.0,6,7
649473,22,gala,R1468 GALAXY F7,32,2022-02-01,32,66.54,26.0,6,7
649474,22,gala,R1468 GALAXY F7,32,2022-02-01,32,65.34,26.0,6,7
649475,22,gala,R1468 GALAXY F7,32,2022-02-01,32,62.58,26.0,6,7
649476,22,gala,R1468 GALAXY F7,32,2022-02-01,32,62.97,26.0,6,7
649477,22,gala,R1468 GALAXY F7,32,2022-02-01,32,62.55,26.0,6,7
649478,22,gala,R1468 GALAXY F7,32,2022-02-01,32,55.05,26.0,6,7
649479,22,gala,R1468 GALAXY F7,32,2022-02-01,32,59.71,26.0,6,7
649480,22,gala,R1468 GALAXY F7,32,2022-02-01,32,62.93,26.0,6,7
649481,22,gala,R1468 GALAXY F7,32,2022-02-01,32,64.3,27.0,6,7
649482,22,gala,R1468 GALAXY F7,32,2022-02-01,32,59.71,27.0,6,7
649483,22,gala,R1468 GALAXY F7,32,2022-02-01,32,59.11,27.0,6,7
649484,22,gala,R1468 GALAXY F7,32,2022-02-01,32,57.07,27.0,6,7
649485,22,gala,R1468 GALAXY F7,32,2022-02-01,32,52.37,27.0,6,7
649486,22,gala,R1468 GALAXY F7,32,2022-02-01,32,60.28,27.0,6,7
649487,22,gala,R1468 GALAXY F7,32,2022-02-01,32,58.43,27.0,6,7
649488,22,gala,R1468 GALAXY F7,32,2022-02-01,32,54.33,27.0,6,7
649489,22,gala,R1468 GALAXY F7,32,2022-02-01,32,60.01,27.0,6,7
649490,22,gala,R1468 GALAXY F7,32,2022-02-01,32,61.22,27.0,6,7
649491,22,gala,R1468 GALAXY F7,32,2022-02-01,32,61.33,27.0,6,7
649492,22,gala,R1468 GALAXY F7,32,2022-02-01,32,58.17,27.0,6,7
649493,22,gala,R1468 GALAXY F7,32,2022-02-01,32,54.73,27.0,6,7
649494,22,gala,R1468 GALAXY F7,32,2022-02-01,32,53.97,27.0,6,7
649495,22,gala,R1468 GALAXY F7,32,2022-02-01,32,58.18,27.0,6,7
649496,22,gala,R1468 GALAXY F7,32,2022-02-01,32,66.32,27.0,6,7
649497,22,gala,R1468 GALAXY F7,32,2022-02-01,32,62.05,27.0,6,7
649498,22,gala,R1468 GALAXY F7,32,2022-02-01,32,60.97,27.0,6,7
649499,22,gala,R1468 GALAXY F7,32,2022-02-01,32,56.04,27.0,6,7
649500,22,gala,R1468 GALAXY F7,32,2022-02-01,32,54.46,27.0,6,7
649501,22,gala,R1468 GALAXY F7,32,2022-02-01,32,69.06,27.0,6,7
649502,22,gala,R1468 GALAXY F7,32,2022-02-01,32,62.15,27.0,6,7
649503,22,gala,R1468 GALAXY F7,32,2022-02-01,32,63.65,27.0,6,7
649504,22,gala,R1468 GALAXY F7,32,2022-02-01,32,59.17,27.0,6,7
649505,22,gala,R1468 GALAXY F7,32,2022-02-01,32,67.82,27.0,6,7
649506,22,gala,R1468 GALAXY F7,32,2022-02-01,32,65.47,27.0,6,7
649507,22,gala,R1468 GALAXY F7,32,2022-02-01,32,68.58,27.0,6,7
649508,22,gala,R1468 GALAXY F7,32,2022-02-01,32,59.72,27.0,6,7
649509,22,gala,R1468 GALAXY F7,32,2022-02-01,32,57.31,27.0,6,7
649510,22,gala,R1468 GALAXY F7,32,2022-02-01,32,60.74,27.0,6,7
649511,22,gala,R1468 GALAXY F7,32,2022-02-01,32,62.16,27.0,6,7
649512,22,gala,R1468 GALAXY F7,32,2022-02-01,32,57.14,27.0,6,7
649513,22,gala,R1468 GALAXY F7,32,2022-02-01,32,57.59,27.0,6,7
649514,22,gala,R1468 GALAXY F7,32,2022-02-01,32,54.17,27.0,6,7
649515,22,gala,R1468 GALAXY F7,32,2022-02-01,32,60.74,27.0,6,7
649516,22,gala,R1468 GALAXY F7,32,2022-02-01,32,60.24,27.0,6,7
649517,22,gala,R1468 GALAXY F7,32,2022-02-01,32,65.99,27.0,6,7
649518,22,gala,R1468 GALAXY F7,32,2022-02-01,32,71.33,27.0,6,7
649519,22,gala,R1468 GALAXY F7,32,2022-02-01,32,70.53,27.0,6,7
649520,22,gala,R1468 GALAXY F7,32,2022-02-01,32,65.1,27.0,6,7
649521,22,gala,R1468 GALAXY F7,32,2022-02-01,32,54.19,27.0,6,7
649522,22,gala,R1468 GALAXY F7,32,2022-02-01,32,58.2,27.0,6,7
649523,22,gala,R1468 GALAXY F7,32,2022-02-01,32,59.74,27.0,6,7
649524,22,gala,R1468 GALAXY F7,32,2022-02-01,32,55.1,27.0,6,7
649525,22,gala,R1468 GALAXY F7,32,2022-02-01,32,61.02,27.0,6,7
649526,22,gala,R1468 GALAXY F7,32,2022-02-01,32,55.57,27.0,6,7
649527,22,gala,R1468 GALAXY F7,32,2022-02-01,32,61.9,27.0,6,7
649528,22,gala,R1468 GALAXY F7,32,2022-02-01,32,57.0,27.0,6,7
649529,22,gala,R1468 GALAXY F7,32,2022-02-01,32,61.05,27.0,6,7
649530,22,gala,R1468 GALAXY F7,32,2022-02-01,32,65.55,27.0,6,7
649531,22,gala,R1468 GALAXY F7,32,2022-02-01,32,55.29,28.0,6,7
649532,22,gala,R1468 GALAXY F7,32,2022-02-01,32,53.98,28.0,6,7
